path,type,slug,title,primary_intent,secondary_intent,target_decision,related_product_or_category,sport,indexable,disposition,intent_key,action,action_target,action_note,collision_tags
"/products/nike-alphafly-3","product","nike-alphafly-3","Nike Alphafly 3","understand and buy Nike Alphafly 3","specs, offers, alternatives entry","Is Alphafly 3 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-alphafly-3","keep","","","paired_with_review"
"/products/nike-structure-26","product","nike-structure-26","Nike Structure 26","understand and buy Nike Structure 26","specs, offers, alternatives entry","Is Structure 26 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-structure-26","keep","","",""
"/products/nike-structure-plus","product","nike-structure-plus","Nike Structure Plus","understand and buy Nike Structure Plus","specs, offers, alternatives entry","Is Structure Plus the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-structure-plus","keep","","",""
"/products/brooks-ghost-18","product","brooks-ghost-18","Brooks Ghost 18","understand and buy Brooks Ghost 18","specs, offers, alternatives entry","Is Ghost 18 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-ghost-18","keep","","","paired_with_review"
"/products/brooks-glycerin-22","product","brooks-glycerin-22","Brooks Glycerin 22","understand and buy Brooks Glycerin 22","specs, offers, alternatives entry","Is Glycerin 22 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-glycerin-22","keep","","","paired_with_review"
"/products/brooks-glycerin-21","product","brooks-glycerin-21","Brooks Glycerin 21","understand and buy Brooks Glycerin 21","specs, offers, alternatives entry","Is Glycerin 21 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-glycerin-21","keep","","",""
"/products/brooks-adrenaline-gts-25","product","brooks-adrenaline-gts-25","Brooks Adrenaline GTS 25","understand and buy Brooks Adrenaline GTS 25","specs, offers, alternatives entry","Is Adrenaline GTS 25 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-adrenaline-gts-25","keep","","","paired_with_review"
"/products/brooks-hyperion-max-2","product","brooks-hyperion-max-2","Brooks Hyperion Max 2","understand and buy Brooks Hyperion Max 2","specs, offers, alternatives entry","Is Hyperion Max 2 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-hyperion-max-2","keep","","",""
"/products/hoka-clifton-10","product","hoka-clifton-10","HOKA Clifton 10","understand and buy HOKA Clifton 10","specs, offers, alternatives entry","Is Clifton 10 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-clifton-10","keep","","","paired_with_review"
"/products/hoka-bondi-9","product","hoka-bondi-9","HOKA Bondi 9","understand and buy HOKA Bondi 9","specs, offers, alternatives entry","Is Bondi 9 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-bondi-9","keep","","","paired_with_review"
"/products/hoka-bondi-8","product","hoka-bondi-8","HOKA Bondi 8","understand and buy HOKA Bondi 8","specs, offers, alternatives entry","Is Bondi 8 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-bondi-8","keep","","",""
"/products/hoka-mach-6","product","hoka-mach-6","HOKA Mach 6","understand and buy HOKA Mach 6","specs, offers, alternatives entry","Is Mach 6 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-mach-6","keep","","",""
"/products/hoka-speedgoat-6","product","hoka-speedgoat-6","HOKA Speedgoat 6","understand and buy HOKA Speedgoat 6","specs, offers, alternatives entry","Is Speedgoat 6 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-speedgoat-6","keep","","","paired_with_review"
"/products/hoka-clifton-pro","product","hoka-clifton-pro","HOKA Clifton Pro","understand and buy HOKA Clifton Pro","specs, offers, alternatives entry","Is Clifton Pro the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-clifton-pro","keep","","",""
"/products/saucony-endorphin-speed-5","product","saucony-endorphin-speed-5","Saucony Endorphin Speed 5","understand and buy Saucony Endorphin Speed 5","specs, offers, alternatives entry","Is Endorphin Speed 5 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-endorphin-speed-5","keep","","","paired_with_review"
"/products/saucony-endorphin-pro-4","product","saucony-endorphin-pro-4","Saucony Endorphin Pro 4","understand and buy Saucony Endorphin Pro 4","specs, offers, alternatives entry","Is Endorphin Pro 4 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-endorphin-pro-4","keep","","",""
"/products/saucony-endorphin-pro-3","product","saucony-endorphin-pro-3","Saucony Endorphin Pro 3","understand and buy Saucony Endorphin Pro 3","specs, offers, alternatives entry","Is Endorphin Pro 3 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-endorphin-pro-3","keep","","",""
"/products/saucony-ride-18","product","saucony-ride-18","Saucony Ride 18","understand and buy Saucony Ride 18","specs, offers, alternatives entry","Is Ride 18 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-ride-18","keep","","",""
"/products/saucony-triumph-22","product","saucony-triumph-22","Saucony Triumph 22","understand and buy Saucony Triumph 22","specs, offers, alternatives entry","Is Triumph 22 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-triumph-22","keep","","",""
"/products/saucony-peregrine-15","product","saucony-peregrine-15","Saucony Peregrine 15","understand and buy Saucony Peregrine 15","specs, offers, alternatives entry","Is Peregrine 15 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-peregrine-15","keep","","",""
"/products/new-balance-fresh-foam-x-1080-v14","product","new-balance-fresh-foam-x-1080-v14","New Balance Fresh Foam X 1080 v14","understand and buy New Balance Fresh Foam X 1080 v14","specs, offers, alternatives entry","Is Fresh Foam X 1080 v14 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-1080-v14","keep","","",""
"/products/new-balance-fresh-foam-x-1080-v13","product","new-balance-fresh-foam-x-1080-v13","New Balance Fresh Foam X 1080 v13","understand and buy New Balance Fresh Foam X 1080 v13","specs, offers, alternatives entry","Is Fresh Foam X 1080 v13 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-1080-v13","keep","","",""
"/products/new-balance-fuelcell-supercomp-elite-v4","product","new-balance-fuelcell-supercomp-elite-v4","New Balance FuelCell SuperComp Elite v4","understand and buy New Balance FuelCell SuperComp Elite v4","specs, offers, alternatives entry","Is FuelCell SuperComp Elite v4 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-sc-elite-v4","keep","","",""
"/products/new-balance-fuelcell-rebel-v5","product","new-balance-fuelcell-rebel-v5","New Balance FuelCell Rebel v5","understand and buy New Balance FuelCell Rebel v5","specs, offers, alternatives entry","Is FuelCell Rebel v5 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-rebel-v5","keep","","",""
"/products/new-balance-fuelcell-supercomp-trainer-v3","product","new-balance-fuelcell-supercomp-trainer-v3","New Balance FuelCell SuperComp Trainer v3","understand and buy New Balance FuelCell SuperComp Trainer v3","specs, offers, alternatives entry","Is FuelCell SuperComp Trainer v3 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-sc-trainer-v3","keep","","",""
"/products/adidas-adizero-evo-sl","product","adidas-adizero-evo-sl","Adidas Adizero Evo SL","understand and buy Adidas Adizero Evo SL","specs, offers, alternatives entry","Is Adizero Evo SL the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-adizero-evo-sl","keep","","",""
"/products/adidas-adizero-adios-pro-4","product","adidas-adizero-adios-pro-4","Adidas Adizero Adios Pro 4","understand and buy Adidas Adizero Adios Pro 4","specs, offers, alternatives entry","Is Adizero Adios Pro 4 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-adios-pro-4","keep","","",""
"/products/on-cloudmonster-2","product","on-cloudmonster-2","On Cloudmonster 2","understand and buy On Cloudmonster 2","specs, offers, alternatives entry","Is Cloudmonster 2 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-cloudmonster-2","keep","","",""
"/products/on-cloudsurfer-next","product","on-cloudsurfer-next","On Cloudsurfer Next","understand and buy On Cloudsurfer Next","specs, offers, alternatives entry","Is Cloudsurfer Next the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-cloudsurfer-next","keep","","",""
"/products/altra-torin-8","product","altra-torin-8","Altra Torin 8","understand and buy Altra Torin 8","specs, offers, alternatives entry","Is Torin 8 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-torin-8","keep","","",""
"/products/altra-escalante-4","product","altra-escalante-4","Altra Escalante 4","understand and buy Altra Escalante 4","specs, offers, alternatives entry","Is Escalante 4 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-escalante-4","keep","","",""
"/products/altra-lone-peak-8","product","altra-lone-peak-8","Altra Lone Peak 8","understand and buy Altra Lone Peak 8","specs, offers, alternatives entry","Is Lone Peak 8 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-lone-peak-8","keep","","",""
"/products/salomon-aero-glide-2","product","salomon-aero-glide-2","Salomon Aero Glide 2","understand and buy Salomon Aero Glide 2","specs, offers, alternatives entry","Is Aero Glide 2 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-aero-glide-2","keep","","",""
"/products/salomon-sense-ride-5","product","salomon-sense-ride-5","Salomon Sense Ride 5","understand and buy Salomon Sense Ride 5","specs, offers, alternatives entry","Is Sense Ride 5 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-sense-ride-5","keep","","",""
"/products/salomon-pulsar-trail-2","product","salomon-pulsar-trail-2","Salomon Pulsar Trail 2","understand and buy Salomon Pulsar Trail 2","specs, offers, alternatives entry","Is Pulsar Trail 2 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-pulsar-trail-2","keep","","",""
"/products/topo-athletic-specter-2","product","topo-athletic-specter-2","Topo Athletic Specter 2","understand and buy Topo Athletic Specter 2","specs, offers, alternatives entry","Is Specter 2 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-specter-2","keep","","",""
"/products/topo-athletic-phantom-3","product","topo-athletic-phantom-3","Topo Athletic Phantom 3","understand and buy Topo Athletic Phantom 3","specs, offers, alternatives entry","Is Phantom 3 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-phantom-3","keep","","",""
"/products/puma-deviate-nitro-3","product","puma-deviate-nitro-3","PUMA Deviate NITRO 3","understand and buy PUMA Deviate NITRO 3","specs, offers, alternatives entry","Is Deviate NITRO 3 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-deviate-nitro-3","keep","","",""
"/products/puma-magnify-nitro-2","product","puma-magnify-nitro-2","PUMA Magnify NITRO 2","understand and buy PUMA Magnify NITRO 2","specs, offers, alternatives entry","Is Magnify NITRO 2 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-magnify-nitro-2","keep","","",""
"/products/mizuno-wave-rider-28","product","mizuno-wave-rider-28","Mizuno Wave Rider 28","understand and buy Mizuno Wave Rider 28","specs, offers, alternatives entry","Is Wave Rider 28 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-wave-rider-28","keep","","",""
"/products/mizuno-wave-rebellion-pro-3","product","mizuno-wave-rebellion-pro-3","Mizuno Wave Rebellion Pro 3","understand and buy Mizuno Wave Rebellion Pro 3","specs, offers, alternatives entry","Is Wave Rebellion Pro 3 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-wave-rebellion-pro-3","keep","","",""
"/products/inov8-trailfly-ultra-g-300-max","product","inov8-trailfly-ultra-g-300-max","Inov8 Trailfly Ultra G 300 Max","understand and buy Inov8 Trailfly Ultra G 300 Max","specs, offers, alternatives entry","Is Trailfly Ultra G 300 Max the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-trailfly-ultra-g-300-max","keep","","",""
"/products/brooks-cascadia-18","product","brooks-cascadia-18","Brooks Cascadia 18","understand and buy Brooks Cascadia 18","specs, offers, alternatives entry","Is Cascadia 18 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-cascadia-18","keep","","",""
"/products/nike-pegasus-trail-5","product","nike-pegasus-trail-5","Nike Pegasus Trail 5","understand and buy Nike Pegasus Trail 5","specs, offers, alternatives entry","Is Pegasus Trail 5 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-pegasus-trail-5","keep","","",""
"/products/asics-gel-trabuco-13","product","asics-gel-trabuco-13","ASICS Gel-Trabuco 13","understand and buy ASICS Gel-Trabuco 13","specs, offers, alternatives entry","Is Gel-Trabuco 13 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-trabuco-13","keep","","",""
"/products/saucony-xodus-ultra-3","product","saucony-xodus-ultra-3","Saucony Xodus Ultra 3","understand and buy Saucony Xodus Ultra 3","specs, offers, alternatives entry","Is Xodus Ultra 3 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-xodus-ultra-3","keep","","",""
"/products/new-balance-fresh-foam-x-hierro-v9","product","new-balance-fresh-foam-x-hierro-v9","New Balance Fresh Foam X Hierro v9","understand and buy New Balance Fresh Foam X Hierro v9","specs, offers, alternatives entry","Is Fresh Foam X Hierro v9 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-hierro-v9","keep","","",""
"/products/adidas-terrex-agravic-3","product","adidas-terrex-agravic-3","Adidas Terrex Agravic 3","understand and buy Adidas Terrex Agravic 3","specs, offers, alternatives entry","Is Terrex Agravic 3 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-terrex-agravic-3","keep","","",""
"/products/salomon-ultra-glide-2","product","salomon-ultra-glide-2","Salomon Ultra Glide 2","understand and buy Salomon Ultra Glide 2","specs, offers, alternatives entry","Is Ultra Glide 2 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-ultra-glide-2","keep","","",""
"/products/topo-athletic-terraventure-5","product","topo-athletic-terraventure-5","Topo Athletic Terraventure 5","understand and buy Topo Athletic Terraventure 5","specs, offers, alternatives entry","Is Terraventure 5 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-terraventure-4","keep","","",""
"/products/saucony-guide-18","product","saucony-guide-18","Saucony Guide 18","understand and buy Saucony Guide 18","specs, offers, alternatives entry","Is Guide 18 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-guide-18","keep","","",""
"/products/hoka-arahi-7","product","hoka-arahi-7","HOKA Arahi 7","understand and buy HOKA Arahi 7","specs, offers, alternatives entry","Is Arahi 7 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-arahi-7","keep","","",""
"/products/hoka-gaviota-5","product","hoka-gaviota-5","HOKA Gaviota 5","understand and buy HOKA Gaviota 5","specs, offers, alternatives entry","Is Gaviota 5 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-gaviota-5","keep","","",""
"/products/new-balance-fresh-foam-x-860-v14","product","new-balance-fresh-foam-x-860-v14","New Balance Fresh Foam X 860 v14","understand and buy New Balance Fresh Foam X 860 v14","specs, offers, alternatives entry","Is Fresh Foam X 860 v14 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-860-v14","keep","","","paired_with_review"
"/products/asics-gt-1000-13","product","asics-gt-1000-13","ASICS GT-1000 13","understand and buy ASICS GT-1000 13","specs, offers, alternatives entry","Is GT-1000 13 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-gt-1000-13","keep","","",""
"/products/brooks-glycerin-gts-22","product","brooks-glycerin-gts-22","Brooks Glycerin GTS 22","understand and buy Brooks Glycerin GTS 22","specs, offers, alternatives entry","Is Glycerin GTS 22 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-glycerin-gts-22","keep","","",""
"/products/nike-react-infinity-run-4","product","nike-react-infinity-run-4","Nike React Infinity Run 4","understand and buy Nike React Infinity Run 4","specs, offers, alternatives entry","Is React Infinity Run 4 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-react-infinity-4","keep","","",""
"/products/altra-paradigm-7","product","altra-paradigm-7","Altra Paradigm 7","understand and buy Altra Paradigm 7","specs, offers, alternatives entry","Is Paradigm 7 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-paradigm-7","keep","","",""
"/products/altra-experience-flow","product","altra-experience-flow","Altra Experience Flow","understand and buy Altra Experience Flow","specs, offers, alternatives entry","Is Experience Flow the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-experience-flow","keep","","",""
"/products/adidas-adizero-boston-13","product","adidas-adizero-boston-13","Adidas Adizero Boston 13","understand and buy Adidas Adizero Boston 13","specs, offers, alternatives entry","Is Adizero Boston 13 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-adizero-boston-13","keep","","",""
"/products/adidas-ultraboost-5","product","adidas-ultraboost-5","Adidas Ultraboost 5","understand and buy Adidas Ultraboost 5","specs, offers, alternatives entry","Is Ultraboost 5 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-ultraboost-5","keep","","",""
"/products/on-cloudsurfer-2","product","on-cloudsurfer-2","On Cloudsurfer 2","understand and buy On Cloudsurfer 2","specs, offers, alternatives entry","Is Cloudsurfer 2 the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-cloudsurfer-2","keep","","",""
"/products/on-cloudmonster-hyper","product","on-cloudmonster-hyper","On Cloudmonster Hyper","understand and buy On Cloudmonster Hyper","specs, offers, alternatives entry","Is Cloudmonster Hyper the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-cloudmonster-hyper","keep","","",""
"/products/salomon-genesis","product","salomon-genesis","Salomon Genesis","understand and buy Salomon Genesis","specs, offers, alternatives entry","Is Genesis the right purchase?","running-shoes","running","true","INDEXABLE","product:prod-genesis-salomon","keep","","",""
"/products/garmin-forerunner-970","product","garmin-forerunner-970","Garmin Forerunner 970","understand and buy Garmin Forerunner 970","specs, offers, alternatives entry","Is Forerunner 970 the right purchase?","gps-watches","running","true","INDEXABLE","product:prod-forerunner-970","keep","","","paired_with_review"
"/products/garmin-forerunner-570","product","garmin-forerunner-570","Garmin Forerunner 570","understand and buy Garmin Forerunner 570","specs, offers, alternatives entry","Is Forerunner 570 the right purchase?","gps-watches","running","true","INDEXABLE","product:prod-forerunner-570","keep","","",""
"/products/garmin-forerunner-265","product","garmin-forerunner-265","Garmin Forerunner 265","understand and buy Garmin Forerunner 265","specs, offers, alternatives entry","Is Forerunner 265 the right purchase?","gps-watches","running","true","INDEXABLE","product:prod-forerunner-265","keep","","",""
"/products/garmin-forerunner-165","product","garmin-forerunner-165","Garmin Forerunner 165","understand and buy Garmin Forerunner 165","specs, offers, alternatives entry","Is Forerunner 165 the right purchase?","gps-watches","running","true","INDEXABLE","product:prod-forerunner-165","keep","","",""
"/products/garmin-forerunner-55","product","garmin-forerunner-55","Garmin Forerunner 55","understand and buy Garmin Forerunner 55","specs, offers, alternatives entry","Is Forerunner 55 the right purchase?","gps-watches","running","true","INDEXABLE","product:prod-forerunner-55","keep","","",""
"/products/coros-pace-pro","product","coros-pace-pro","COROS Pace Pro","understand and buy COROS Pace Pro","specs, offers, alternatives entry","Is Pace Pro the right purchase?","gps-watches","running","true","INDEXABLE","product:prod-coros-pace-pro","keep","","",""
"/products/coros-apex-2-pro","product","coros-apex-2-pro","COROS Apex 2 Pro","understand and buy COROS Apex 2 Pro","specs, offers, alternatives entry","Is Apex 2 Pro the right purchase?","gps-watches","running","true","INDEXABLE","product:prod-coros-apex-2-pro","keep","","",""
"/products/polar-vantage-v3","product","polar-vantage-v3","Polar Vantage V3","understand and buy Polar Vantage V3","specs, offers, alternatives entry","Is Vantage V3 the right purchase?","gps-watches","running","true","INDEXABLE","product:prod-polar-vantage-v3","keep","","","paired_with_review"
"/products/polar-pacer-pro","product","polar-pacer-pro","Polar Pacer Pro","understand and buy Polar Pacer Pro","specs, offers, alternatives entry","Is Pacer Pro the right purchase?","gps-watches","running","true","INDEXABLE","product:prod-polar-pacer-pro","keep","","",""
"/products/suunto-race","product","suunto-race","Suunto Race","understand and buy Suunto Race","specs, offers, alternatives entry","Is Race the right purchase?","gps-watches","running","true","INDEXABLE","product:prod-suunto-race","keep","","",""
"/products/suunto-race-s","product","suunto-race-s","Suunto Race S","understand and buy Suunto Race S","specs, offers, alternatives entry","Is Race S the right purchase?","gps-watches","running","true","INDEXABLE","product:prod-suunto-race-s","keep","","",""
"/products/apple-watch-ultra-2","product","apple-watch-ultra-2","Apple Watch Ultra 2","understand and buy Apple Watch Ultra 2","specs, offers, alternatives entry","Is Watch Ultra 2 the right purchase?","gps-watches","running","true","INDEXABLE","product:prod-apple-watch-ultra-2","keep","","",""
"/products/garmin-hrm-600","product","garmin-hrm-600","Garmin HRM 600","understand and buy Garmin HRM 600","specs, offers, alternatives entry","Is HRM 600 the right purchase?","heart-rate-monitors","running","true","INDEXABLE","product:prod-hrm-600","keep","","","paired_with_review"
"/products/polar-h10","product","polar-h10","Polar H10","understand and buy Polar H10","specs, offers, alternatives entry","Is H10 the right purchase?","heart-rate-monitors","running","true","INDEXABLE","product:prod-polar-h10","keep","","","paired_with_review"
"/products/polar-verity-sense","product","polar-verity-sense","Polar Verity Sense","understand and buy Polar Verity Sense","specs, offers, alternatives entry","Is Verity Sense the right purchase?","heart-rate-monitors","running","true","INDEXABLE","product:prod-polar-verity-sense","keep","","","paired_with_review"
"/products/wahoo-tickr","product","wahoo-tickr","Wahoo TICKR","understand and buy Wahoo TICKR","specs, offers, alternatives entry","Is TICKR the right purchase?","heart-rate-monitors","running","true","INDEXABLE","product:prod-wahoo-tickr","keep","","",""
"/products/wahoo-tickr-x","product","wahoo-tickr-x","Wahoo TICKR X","understand and buy Wahoo TICKR X","specs, offers, alternatives entry","Is TICKR X the right purchase?","heart-rate-monitors","running","true","INDEXABLE","product:prod-wahoo-tickr-x","keep","","",""
