sourceProductId,targetId,relation,label
prod-bullpadel-ionic-light,best-padel-rackets-women,best-guide,Best Padel Rackets for Women#2
prod-head-one-ultralight,best-padel-rackets-women,best-guide,considered:rejected
prod-bullpadel-vertex-05,best-padel-rackets-women,best-guide,considered:rejected
prod-kuikma-pr-comfort-soft,best-padel-rackets-women,best-guide,considered:rejected
prod-siux-comodo-woman,best-padel-rackets-women,best-guide,considered:rejected
prod-kuikma-pr-comfort-soft,best-padel-rackets-value,best-guide,Best Value Padel Rackets#1
prod-bullpadel-indiga-ctr,best-padel-rackets-value,best-guide,Best Value Padel Rackets#2
prod-nox-equation-soft-2026,best-padel-rackets-value,best-guide,Best Value Padel Rackets#3
prod-adidas-match-light,best-padel-rackets-value,best-guide,Best Value Padel Rackets#4
prod-kuikma-pr-hybrid-carbon,best-padel-rackets-value,best-guide,Best Value Padel Rackets#5
prod-kuikma-pr-soft-500,best-padel-rackets-value,best-guide,considered:rejected
prod-head-coello-pro,best-padel-rackets-value,best-guide,considered:rejected
prod-bullpadel-hack-04,best-padel-rackets-value,best-guide,considered:rejected
prod-adidas-metalbone-3-5-2026,best-padel-rackets-value,best-guide,considered:rejected
prod-bullpadel-ionic-light,best-padel-rackets-value,best-guide,considered:shortlisted
prod-head-one-ultralight,best-padel-rackets-value,best-guide,considered:shortlisted
prod-bullpadel-hack-04-comfort,best-padel-rackets-value,best-guide,considered:shortlisted
prod-asics-gel-resolution-padel,best-padel-shoes,best-guide,Best Padel Shoes#1
prod-adidas-courtstabil,best-padel-shoes,best-guide,Best Padel Shoes#2
prod-joma-t-slam,best-padel-shoes,best-guide,Best Padel Shoes#3
prod-adidas-crazyquick-boost-m,best-padel-shoes,best-guide,Best Padel Shoes#4
prod-babolat-jet-premura,best-padel-shoes,best-guide,Best Padel Shoes#5
prod-kuikma-ps-990,best-padel-shoes,best-guide,Best Padel Shoes#6
prod-head-revolt-pro-court,best-padel-shoes,best-guide,considered:rejected
prod-nox-at10-lux,best-padel-shoes,best-guide,considered:shortlisted
prod-head-sprint-pro-4-padel,best-padel-shoes,best-guide,considered:shortlisted
prod-adidas-courtstabil,best-padel-shoes-men,best-guide,Best Padel Shoes for Men#1
prod-adidas-crazyquick-boost-m,best-padel-shoes-men,best-guide,Best Padel Shoes for Men#2
prod-joma-t-slam,best-padel-shoes-men,best-guide,Best Padel Shoes for Men#3
prod-babolat-jet-premura,best-padel-shoes-men,best-guide,Best Padel Shoes for Men#4
prod-head-sprint-pro-4-padel,best-padel-shoes-men,best-guide,Best Padel Shoes for Men#5
prod-head-revolt-pro-court,best-padel-shoes-men,best-guide,considered:rejected
prod-adidas-courtquick-w,best-padel-shoes-men,best-guide,considered:rejected
prod-asics-gel-resolution-padel,best-padel-shoes-men,best-guide,considered:shortlisted
prod-adidas-courtquick-w,best-padel-shoes-women,best-guide,Best Padel Shoes for Women#1
prod-adidas-crazyquick-boost-w,best-padel-shoes-women,best-guide,Best Padel Shoes for Women#2
prod-asics-gel-resolution-padel-w,best-padel-shoes-women,best-guide,Best Padel Shoes for Women#3
prod-joma-slam-lady,best-padel-shoes-women,best-guide,Best Padel Shoes for Women#4
prod-babolat-sensa-women,best-padel-shoes-women,best-guide,Best Padel Shoes for Women#5
prod-bullpadel-ionic-woman,best-padel-shoes-women,best-guide,Best Padel Shoes for Women#6
prod-adidas-courtstabil,best-padel-shoes-women,best-guide,considered:rejected
prod-adidas-crazyquick-boost-m,best-padel-shoes-women,best-guide,considered:rejected
prod-joma-t-slam,best-padel-shoes-women,best-guide,considered:rejected
prod-siux-comodo-woman,best-padel-shoes-women,best-guide,considered:rejected
prod-asics-gel-resolution-padel,best-padel-shoes-stability,best-guide,Best Padel Shoes for Stability#1
prod-joma-t-slam,best-padel-shoes-stability,best-guide,Best Padel Shoes for Stability#2
prod-adidas-courtstabil,best-padel-shoes-stability,best-guide,Best Padel Shoes for Stability#3
prod-nox-at10-lux,best-padel-shoes-stability,best-guide,Best Padel Shoes for Stability#4
prod-head-revolt-pro-court,best-padel-shoes-stability,best-guide,considered:rejected
prod-adidas-crazyquick-boost-m,best-padel-shoes-stability,best-guide,considered:rejected
prod-babolat-jet-premura,best-padel-shoes-stability,best-guide,considered:rejected
prod-adidas-crazyquick-boost-m,best-padel-shoes-comfort,best-guide,Best Padel Shoes for Comfort#1
prod-asics-gel-resolution-padel,best-padel-shoes-comfort,best-guide,Best Padel Shoes for Comfort#2
prod-nox-at10-lux,best-padel-shoes-comfort,best-guide,Best Padel Shoes for Comfort#3
prod-babolat-jet-premura,best-padel-shoes-comfort,best-guide,considered:rejected
prod-joma-t-slam,best-padel-shoes-comfort,best-guide,considered:rejected
prod-babolat-jet-premura,best-padel-shoes-lightweight,best-guide,Best Lightweight Padel Shoes#1
prod-head-sprint-pro-4-padel,best-padel-shoes-lightweight,best-guide,Best Lightweight Padel Shoes#2
prod-adidas-courtstabil,best-padel-shoes-lightweight,best-guide,Best Lightweight Padel Shoes#3
prod-head-revolt-pro-court,best-padel-shoes-lightweight,best-guide,considered:rejected
prod-asics-gel-resolution-padel,best-padel-shoes-lightweight,best-guide,considered:rejected
prod-adidas-crazyquick-boost-m,best-padel-shoes-lightweight,best-guide,considered:rejected
prod-kuikma-ps-990,best-padel-shoes-lightweight,best-guide,considered:shortlisted
prod-joma-t-slam,best-padel-shoes-lightweight,best-guide,considered:shortlisted
prod-kuikma-ps-990,best-padel-shoes-value,best-guide,Best Value Padel Shoes#1
prod-joma-t-slam,best-padel-shoes-value,best-guide,Best Value Padel Shoes#2
prod-adidas-courtstabil,best-padel-shoes-value,best-guide,Best Value Padel Shoes#3
prod-head-revolt-pro-court,best-padel-shoes-value,best-guide,considered:rejected
prod-adidas-crazyquick-boost-m,best-padel-shoes-value,best-guide,considered:rejected
prod-asics-gel-resolution-padel,best-padel-shoes-value,best-guide,considered:rejected
prod-babolat-jet-premura,best-padel-shoes-value,best-guide,considered:shortlisted
prod-adidas-courtquick-w,best-padel-shoes-value,best-guide,considered:rejected
prod-head-padel-pro-s,best-padel-balls,best-guide,Best Padel Balls#1
prod-head-padel-pro-plus,best-padel-balls,best-guide,Best Padel Balls#2
prod-wilson-padel-premier-speed,best-padel-balls,best-guide,Best Padel Balls#3
prod-kuikma-pb-speed,best-padel-balls,best-guide,Best Padel Balls#4
prod-tecnifibre-padel-team,best-padel-balls,best-guide,Best Padel Balls#5
prod-wilson-padel-premier,best-padel-balls,best-guide,considered:shortlisted
prod-bullpadel-premium-pro,best-padel-balls,best-guide,considered:shortlisted
prod-dunlop-pro-padel,best-padel-balls,best-guide,considered:shortlisted
prod-adidas-aditour-padel,best-padel-balls,best-guide,considered:rejected
prod-bullpadel-premium-gold,best-padel-balls,best-guide,considered:rejected
prod-kuikma-pb-control,best-padel-balls,best-guide,considered:shortlisted
prod-head-padel-team,best-padel-balls,best-guide,considered:shortlisted
prod-head-padel-one,best-padel-balls,best-guide,considered:shortlisted
prod-babolat-ace,best-padel-balls,best-guide,considered:shortlisted
prod-bullpadel-next-pro,best-padel-balls,best-guide,considered:shortlisted
prod-bullpadel-next,best-padel-balls,best-guide,considered:shortlisted
prod-adidas-serie-tour,best-padel-balls,best-guide,considered:shortlisted
prod-nox-pro-titanium,best-padel-balls,best-guide,considered:shortlisted
prod-tretorn-serie-padel-tour,best-padel-balls,best-guide,considered:shortlisted
prod-siux-neo,best-padel-balls,best-guide,considered:shortlisted
prod-siux-neo-speed,best-padel-balls,best-guide,considered:shortlisted
prod-tecnifibre-padel-tour,best-padel-balls,best-guide,considered:shortlisted
prod-head-padel-pro-s,best-padel-competition-balls,best-guide,Best Competition Padel Balls#1
prod-head-padel-pro-plus,best-padel-competition-balls,best-guide,Best Competition Padel Balls#2
prod-wilson-padel-premier-speed,best-padel-competition-balls,best-guide,Best Competition Padel Balls#3
prod-bullpadel-premium-pro,best-padel-competition-balls,best-guide,Best Competition Padel Balls#4
prod-adidas-speed-rx,best-padel-competition-balls,best-guide,Best Competition Padel Balls#5
prod-wilson-padel-premier,best-padel-competition-balls,best-guide,considered:shortlisted
prod-babolat-court-padel-balls,best-padel-competition-balls,best-guide,considered:shortlisted
prod-kuikma-pb-speed,best-padel-competition-balls,best-guide,considered:shortlisted
prod-varlion-summum-pro-w,best-padel-competition-balls,best-guide,considered:shortlisted
prod-varlion-summum-pro-s,best-padel-competition-balls,best-guide,considered:shortlisted
prod-tecnifibre-padel-team,best-padel-competition-balls,best-guide,considered:rejected
prod-head-padel-team,best-padel-competition-balls,best-guide,considered:rejected
prod-bullpadel-premium-gold,best-padel-competition-balls,best-guide,considered:rejected
prod-adidas-aditour-padel,best-padel-competition-balls,best-guide,considered:rejected
prod-drop-shot-tournament-tech,best-padel-competition-balls,best-guide,considered:shortlisted
prod-slazenger-challenge-no-1,best-padel-competition-balls,best-guide,considered:considered
prod-dunlop-pro-padel,best-padel-competition-balls,best-guide,considered:shortlisted
prod-nox-pro-titanium,best-padel-competition-balls,best-guide,considered:shortlisted
prod-black-crown-pro,best-padel-competition-balls,best-guide,considered:shortlisted
prod-4on-pro-t1,best-padel-competition-balls,best-guide,considered:shortlisted
prod-tecnifibre-padel-team,best-padel-training-balls,best-guide,Best Training Padel Balls#1
prod-head-padel-team,best-padel-training-balls,best-guide,Best Training Padel Balls#2
prod-kuikma-pb-control,best-padel-training-balls,best-guide,Best Training Padel Balls#3
prod-kuikma-pb-speed,best-padel-training-balls,best-guide,considered:shortlisted
prod-kuikma-pb-club,best-padel-training-balls,best-guide,considered:shortlisted
prod-head-padel-pro-s,best-padel-training-balls,best-guide,considered:rejected
prod-head-padel-pro-plus,best-padel-training-balls,best-guide,considered:rejected
prod-wilson-padel-premier,best-padel-training-balls,best-guide,considered:rejected
prod-dunlop-team,best-padel-training-balls,best-guide,considered:shortlisted
prod-head-padel-pro-s,best-padel-fast-balls,best-guide,Best Fast Padel Balls#1
