issue_id,severity,url,path,page_type,issue_class,issue_subclass,rendered_excerpt,image_path,root_cause,status,validation,validation_note
PFL-0040,BLOCKER,http://127.0.0.1:3011/products/babolat-babolat-protector,/products/babolat-babolat-protector,product,IMAGE_WRONG_BRAND,bullpadel,"Frame Protector: Specs, Performance & Best Uses · Kitletics",/images/padel/products/bullpadel-frame-protector-3-pack-hero.jpg,"Primary image path signals bullpadel, expected babolat",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0041,BLOCKER,http://127.0.0.1:3011/products/babolat-babolat-protector,/products/babolat-babolat-protector,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Frame Protector: Specs, Performance & Best Uses · Kitletics",/images/padel/products/bullpadel-frame-protector-3-pack-hero.jpg,Primary product image does not match babolat-babolat-protector,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0042,BLOCKER,http://127.0.0.1:3011/products/babolat-babolat-wristband,/products/babolat-babolat-wristband,product,IMAGE_WRONG_BRAND,bullpadel,"Wristband: Specs, Performance & Best Uses · Kitletics",/images/padel/products/bullpadel-frame-protector-3-pack-hero.jpg,"Primary image path signals bullpadel, expected babolat",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0043,BLOCKER,http://127.0.0.1:3011/products/babolat-babolat-wristband,/products/babolat-babolat-wristband,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Wristband: Specs, Performance & Best Uses · Kitletics",/images/padel/products/bullpadel-frame-protector-3-pack-hero.jpg,Primary product image does not match babolat-babolat-wristband,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0044,BLOCKER,http://127.0.0.1:3011/products/babolat-court,/products/babolat-court,product,IMAGE_WRONG_BRAND,adidas-padel,"Babolat Court: Specs, Performance & Best Uses · Kitletics",/images/padel/products/head-padel-pro-s-hero.jpg,"Primary image path signals adidas-padel, expected babolat",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0045,BLOCKER,http://127.0.0.1:3011/products/babolat-court,/products/babolat-court,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Babolat Court: Specs, Performance & Best Uses · Kitletics",/images/padel/products/head-padel-pro-s-hero.jpg,Primary product image does not match babolat-court,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0046,BLOCKER,http://127.0.0.1:3011/products/babolat-jet-premura,/products/babolat-jet-premura,product,HTTP,EXPECTED_INDEXABLE_NON_200,This operation was aborted,,Expected-indexable URL did not return HTTP 200,CLOSED_FP,FALSE_POSITIVE,Retry 200 after crawl abort (timeout). Not a live 404.
PFL-0047,BLOCKER,http://127.0.0.1:3011/products/babolat-jet-premura-2,/products/babolat-jet-premura-2,product,HTTP,EXPECTED_INDEXABLE_NON_200,This operation was aborted,,Expected-indexable URL did not return HTTP 200,CLOSED_FP,FALSE_POSITIVE,Retry 200 after crawl abort (timeout). Not a live 404.
PFL-0048,BLOCKER,http://127.0.0.1:3011/products/babolat-jet-premura-2/alternatives,/products/babolat-jet-premura-2/alternatives,alternatives,HTTP,EXPECTED_INDEXABLE_NON_200,This operation was aborted,,Expected-indexable URL did not return HTTP 200,CLOSED_FP,FALSE_POSITIVE,Retry 200 after crawl abort (timeout). Not a live 404.
PFL-0049,BLOCKER,http://127.0.0.1:3011/products/babolat-pro-tour,/products/babolat-pro-tour,product,IMAGE_WRONG_BRAND,adidas-padel,"Pro Tour: Specs, Performance & Best Uses · Kitletics",/images/padel/products/wilson-padel-overgrip-hero.jpg,"Primary image path signals adidas-padel, expected babolat",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0050,BLOCKER,http://127.0.0.1:3011/products/babolat-pro-tour,/products/babolat-pro-tour,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Pro Tour: Specs, Performance & Best Uses · Kitletics",/images/padel/products/wilson-padel-overgrip-hero.jpg,Primary product image does not match babolat-pro-tour,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0051,BLOCKER,http://127.0.0.1:3011/products/babolat-rh-perf,/products/babolat-rh-perf,product,IMAGE_WRONG_BRAND,nox,"RH Perf Padel: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,"Primary image path signals nox, expected babolat",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0052,BLOCKER,http://127.0.0.1:3011/products/babolat-rh-perf,/products/babolat-rh-perf,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"RH Perf Padel: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,Primary product image does not match babolat-rh-perf,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0053,HIGH,http://127.0.0.1:3011/products/babolat-sensa-women,/products/babolat-sensa-women,product,RAW_SCHEMA_KEY,raw_public_spec_key,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Padel Pade…,,Raw catalog/schema key is visible to users,OPEN,CONFIRMED,Visible camelCase schema token genderFit in Padel shoe Best/PDP copy (e.g. Best Padel Shoes: “Then genderFit last”).
